0	นครหลวงไทย	NN	NPRP	B_CLS	B_SENT	N	-
1	ลุยบอนด์	NN	NCMN	I_CLS	I_SENT	N	-
2	เกาหลี	NN	NCMN	I_CLS	I_SENT	N	-
3	_	PU	NCMN	I_CLS	I_SENT	N	-
4	1	NU	NCNM	I_CLS	I_SENT	N	-
5	_	PU	PUNC	I_CLS	I_SENT	N	-
6	ปียิลด์	CL	CMTR	I_CLS	I_SENT	N	-
7	_	PU	PUNC	I_CLS	I_SENT	N	-
8	3.2	NU	NCNM	I_CLS	I_SENT	N	-
9	%	PU	NCMN	E_CLS	I_SENT	N	-

10	บลจ.นครหลวง	NN	CMTR	B_CLS	B_SENT	N	-
11	ลุย	VV	NCMN	I_CLS	I_SENT	N	-
12	ตราสาร	VV	NCMN	I_CLS	I_SENT	N	-
13	หนี้	NN	NCMN	I_CLS	I_SENT	N	-
14	เกาหลี	NN	NCMN	I_CLS	I_SENT	N	-
15	_	PU	NCMN	I_CLS	I_SENT	N	-
16	1	NU	DCNM	I_CLS	I_SENT	N	-
17	_	PU	PUNC	I_CLS	I_SENT	N	-
18	ปี	CL	CMTR	I_CLS	I_SENT	N	-
19	_	PU	PUNC	I_CLS	I_SENT	N	-
20	ผล	NN	NCMN	I_CLS	I_SENT	N	-
21	ตอบแทน	VV	VACT	I_CLS	I_SENT	N	-
22	_	PU	NCMN	I_CLS	I_SENT	N	-
23	3.20	NU	NCNM	I_CLS	I_SENT	N	-
24	%	PU	NCMN	I_CLS	I_SENT	N	-
25	_	PU	CMTR	I_CLS	I_SENT	N	-
26	6	NU	DCNM	I_CLS	I_SENT	N	-
27	_	PU	PUNC	I_CLS	I_SENT	N	-
28	เดือน	CL	CMTR	I_CLS	I_SENT	N	-
29	_	PU	PUNC	I_CLS	I_SENT	N	-
30	2.50	NU	NCNM	I_CLS	I_SENT	N	-
31	%	PU	NCMN	E_CLS	I_SENT	N	-

32	นาย	NN	NTTL	B_CLS	B_SENT	N	-
33	ธีรพันธุ์	NN	NCMN	I_CLS	I_SENT	N	-
34	_	PU	NCMN	I_CLS	I_SENT	N	-
35	จิตตาลาน	NN	NCMN	I_CLS	I_SENT	N	-
36	_	PU	NCMN	I_CLS	I_SENT	N	-
37	กรรมการ	NN	NCMN	I_CLS	I_SENT	N	-
38	ผู้	FX	PREL	I_CLS	I_SENT	N	-
39	จัดการ	VV	VACT	I_CLS	I_SENT	N	-
40	_	PU	NCMN	I_CLS	I_SENT	N	-
41	บริษัท	NN	NCMN	I_CLS	I_SENT	N	-
42	หลักทรัพย์	NN	NPRP	I_CLS	I_SENT	N	-
43	จัดการ	VV	VACT	I_CLS	I_SENT	N	-
44	กองทุน	NN	NCMN	I_CLS	I_SENT	N	-
45	_	PU	NCMN	I_CLS	I_SENT	N	-
46	นครหลวงไทย	NN	NPRP	I_CLS	I_SENT	N	-
47	_	PU	NCMN	I_CLS	I_SENT	N	-
48	จำกัด	VV	VACT	I_CLS	I_SENT	N	-
49	_	PU	NCMN	I_CLS	I_SENT	N	-
50	กล่าว	VV	VACT	I_CLS	I_SENT	N	-
51	ว่า	CC	JSBR	E_CLS	I_SENT	N	-
52	_	PU	NCMN	O	I_SENT	N	-
53	หลังจาก	CC	JSBR	B_CLS	I_SENT	Temporal.Asynchronous.Succession	-
54	ที่	CC	PREL	I_CLS	I_SENT	N	-
55	เปิด	VV	VACT	I_CLS	I_SENT	N	-
56	เสนอ	VV	VACT	I_CLS	I_SENT	N	-
57	ขาย	VV	VACT	I_CLS	I_SENT	N	-
58	กองทุน	NN	NCMN	I_CLS	I_SENT	N	-
59	พันธบัตร	NN	RPRE	I_CLS	I_SENT	N	-
60	รัฐบาล	NN	NCMN	I_CLS	I_SENT	N	-
61	ของ	PS	RPRE	I_CLS	I_SENT	N	-
62	ประเทศเกาหลีใต้	NN	NCMN	I_CLS	I_SENT	N	-
63	_	PU	NCMN	I_CLS	I_SENT	N	-
64	อายุ	NN	NCMN	I_CLS	I_SENT	N	-
65	ประมาณ	AJ	DIBQ	I_CLS	I_SENT	N	-
66	_	PU	NCMN	I_CLS	I_SENT	N	-
67	6	NU	DCNM	I_CLS	I_SENT	N	-
68	_	PU	NCMN	I_CLS	I_SENT	N	-
69	เดือน	CL	CMTR	E_CLS	I_SENT	N	-

70	กองทุน	NN	NCMN	B_CLS	B_SENT	N	-
71	เปิด	VV	VACT	I_CLS	I_SENT	N	-
72	เอสซีไอ	NN	NCMN	I_CLS	I_SENT	N	-
73	_	PU	NCMN	I_CLS	I_SENT	N	-
74	ตราสาร	VV	NCMN	I_CLS	I_SENT	N	-
75	หนี้	NN	NCMN	I_CLS	I_SENT	N	-
76	ต่าง	AJ	PDMN	I_CLS	I_SENT	N	-
77	ประเทศ	NN	NCMN	I_CLS	I_SENT	N	-
78	_	PU	NCMN	I_CLS	I_SENT	N	-
79	จีไอ	NN	NCMN	I_CLS	I_SENT	N	-
80	_	PU	NCMN	I_CLS	I_SENT	N	-
81	6M8/09	NN	NCNM	I_CLS	I_SENT	N	-
82	_	PU	PUNC	I_CLS	I_SENT	N	-
83	(	PU	PUNC	I_CLS	I_SENT	N	-
84	SCI	NN	NCMN	I_CLS	I_SENT	N	-
85	_	PU	NCMN	I_CLS	I_SENT	N	-
86	INGI	NN	NCMN	I_CLS	I_SENT	N	-
87	_	PU	NCMN	I_CLS	I_SENT	N	-
88	6M8/09	NN	NCNM	I_CLS	I_SENT	N	-
89	)	PU	PUNC	I_CLS	I_SENT	N	-
90	_	PU	NCMN	I_CLS	I_SENT	N	-
91	ได้รับการ	FX	NCMN	I_CLS	I_SENT	N	-
92	ตอบรับ	VV	VACT	I_CLS	I_SENT	N	-
93	จาก	PS	RPRE	I_CLS	I_SENT	N	-
94	ผู้	FX	PPRS	I_CLS	I_SENT	N	-
95	ถือ	VV	VSTA	I_CLS	I_SENT	N	-
96	หน่วย	NN	NCMN	I_CLS	I_SENT	N	-
97	ลง	VV	VACT	I_CLS	I_SENT	N	-
98	ทุน	NN	NCMN	I_CLS	I_SENT	N	-
99	เป็น	VV	FIXN	I_CLS	I_SENT	N	-
100	อย่าง	FX	FIXV	I_CLS	I_SENT	N	-
101	ดี	VV	VATT	E_CLS	I_SENT	N	-
102	_	PU	NCMN	O	I_SENT	N	-
103	และ	CC	JCRG	B_CLS	I_SENT	Expansion.Conjunction	-
104	เพื่อ	CC	JSBR	I_CLS	I_SENT	Contingency.Purpose.Arg2-As-Goal	-
105	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
106	การ	FX	FIXN	I_CLS	I_SENT	N	-
107	รองรับ	VV	VACT	I_CLS	I_SENT	N	-
108	ความ	FX	FIXN	I_CLS	I_SENT	N	-
109	ต้องการ	VV	VACT	I_CLS	I_SENT	N	-
110	ของ	PS	RPRE	I_CLS	I_SENT	N	-
111	ผู้	FX	PPRS	I_CLS	I_SENT	N	-
112	ลง	VV	VACT	I_CLS	I_SENT	N	-
113	ทุน	NN	NCMN	E_CLS	I_SENT	N	-
114	ที่	CC	PREL	B_CLS	I_SENT	N	-
115	พลาด	VV	NCMN	I_CLS	I_SENT	N	-
116	โอกาส	NN	NCMN	I_CLS	I_SENT	N	-
117	ลง	VV	XVAE	I_CLS	I_SENT	N	-
118	ทุน	NN	NCMN	I_CLS	I_SENT	N	-
119	ใน	PS	RPRE	I_CLS	I_SENT	N	-
120	กองทุน	NN	NCMN	I_CLS	I_SENT	N	-
121	_	PU	NCMN	I_CLS	I_SENT	N	-
122	SCI	NN	NCMN	I_CLS	I_SENT	N	-
123	_	PU	NCMN	I_CLS	I_SENT	N	-
124	INGI	NN	NCMN	I_CLS	I_SENT	N	-
125	_	PU	NCMN	I_CLS	I_SENT	N	-
126	6M8/09	NN	NCNM	E_CLS	I_SENT	N	-
127	_	PU	PUNC	O	I_SENT	N	-
128	ที่	CC	PREL	B_CLS	I_SENT	N	-
129	เสนอ	VV	VACT	I_CLS	I_SENT	N	-
130	ขาย	VV	VACT	I_CLS	I_SENT	N	-
131	ไป	AV	XVAE	I_CLS	I_SENT	N	-
132	เมื่อ	PS	JSBR	I_CLS	I_SENT	N	-
133	วันที่	NN	NCMN	I_CLS	I_SENT	N	-
134	_	PU	NCMN	I_CLS	I_SENT	N	-
135	23	NU	NCNM	I_CLS	I_SENT	N	-
136	_	PU	PUNC	I_CLS	I_SENT	N	-
137	–	PU	NCMN	I_CLS	I_SENT	N	-
138	_	PU	PUNC	I_CLS	I_SENT	N	-
139	29	NU	NCNM	I_CLS	I_SENT	N	-
140	_	PU	PUNC	I_CLS	I_SENT	N	-
141	มิถุนายน	NN	NCMN	I_CLS	I_SENT	N	-
142	_	PU	PUNC	I_CLS	I_SENT	N	-
143	52	NU	DCNM	E_CLS	I_SENT	N	-

144	บริษัท	NN	CNIT	B_CLS	B_SENT	N	-
145	ฯ	PU	PUNC	I_CLS	I_SENT	N	-
146	_	PU	NCMN	I_CLS	I_SENT	N	-
147	จึง	CC	XVBM	I_CLS	I_SENT	Contingency.Cause.Result	-
148	เปิด	VV	VACT	I_CLS	I_SENT	N	-
149	เสนอ	VV	VACT	I_CLS	I_SENT	N	-
150	ขาย	VV	VACT	I_CLS	I_SENT	N	-
151	กองทุน	NN	NCMN	I_CLS	I_SENT	N	-
152	พันธบัตร	NN	RPRE	I_CLS	I_SENT	N	-
153	รัฐบาล	NN	NCMN	I_CLS	I_SENT	N	-
154	เกาหลีใต้	NN	NCMN	I_CLS	I_SENT	N	-
155	_	PU	NCMN	I_CLS	I_SENT	N	-
156	อายุ	NN	NCMN	I_CLS	I_SENT	N	-
157	ประมาณ	AJ	DIBQ	I_CLS	I_SENT	N	-
158	_	PU	NCMN	I_CLS	I_SENT	N	-
159	6	NU	DCNM	I_CLS	I_SENT	N	-
160	_	PU	NCMN	I_CLS	I_SENT	N	-
161	เดือน	CL	CMTR	E_CLS	I_SENT	N	-
162	_	PU	NCMN	O	I_SENT	N	-
163	และ	CC	JCRG	B_CLS	I_SENT	N	-
164	_	PU	NCMN	I_CLS	I_SENT	N	-
165	กองทุน	VV	NCMN	I_CLS	I_SENT	N	-
166	พันธบัตร	NN	VACT	I_CLS	I_SENT	N	-
167	รัฐบาล	NN	NCMN	I_CLS	I_SENT	N	-
168	เกาหลีใต้	NN	NPRP	I_CLS	I_SENT	N	-
169	_	PU	NCMN	I_CLS	I_SENT	N	-
170	อายุ	NN	NCMN	I_CLS	I_SENT	N	-
171	ประมาณ	AJ	DIBQ	I_CLS	I_SENT	N	-
172	_	PU	NCMN	I_CLS	I_SENT	N	-
173	12	NU	NCNM	I_CLS	I_SENT	N	-
174	_	PU	NCMN	I_CLS	I_SENT	N	-
175	เดือน	CL	NCMN	I_CLS	I_SENT	N	-
176	_	PU	NCMN	I_CLS	I_SENT	N	-
177	เปิด	VV	VACT	I_CLS	I_SENT	N	-
178	เสนอ	VV	VACT	I_CLS	I_SENT	N	-
179	ขาย	VV	VACT	I_CLS	I_SENT	N	-
180	พร้อม	VV	VSTA	I_CLS	I_SENT	N	-
181	กัน	PR	ADVN	I_CLS	I_SENT	N	-
182	ทั้ง	AJ	DDBQ	I_CLS	I_SENT	N	-
183	_	PU	NCMN	I_CLS	I_SENT	N	-
184	2	NU	DCNM	I_CLS	I_SENT	N	-
185	_	PU	NCMN	I_CLS	I_SENT	N	-
186	กองทุน	CL	CMTR	E_CLS	I_SENT	N	-

187	เพื่อ	CC	JSBR	B_CLS	B_SENT	Contingency.Purpose.Arg2-As-Goal	-
188	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
189	การ	FX	FIXN	I_CLS	I_SENT	N	-
190	รองรับ	VV	VACT	I_CLS	I_SENT	N	-
191	ความ	FX	FIXN	I_CLS	I_SENT	N	-
192	ต้องการ	VV	VACT	I_CLS	I_SENT	N	-
193	ของ	PS	RPRE	I_CLS	I_SENT	N	-
194	ผู้	FX	PPRS	I_CLS	I_SENT	N	-
195	ลง	VV	VACT	I_CLS	I_SENT	N	-
196	ทุน	NN	NCMN	E_CLS	I_SENT	N	-
197	ที่	CC	PREL	B_CLS	I_SENT	N	-
198	ต้องการ	VV	VACT	I_CLS	I_SENT	N	-
199	ลง	AV	XVAE	I_CLS	I_SENT	N	-
200	ทุน	NN	NCMN	I_CLS	I_SENT	N	-
201	ใน	PS	RPRE	I_CLS	I_SENT	N	-
202	ตราสาร	NN	NCMN	I_CLS	I_SENT	N	-
203	หนี้	NN	NCMN	I_CLS	I_SENT	N	-
204	ระยะ	NN	NCMN	I_CLS	I_SENT	N	-
205	สั้น	VV	VATT	I_CLS	I_SENT	N	-
206	อายุ	NN	NCMN	I_CLS	I_SENT	N	-
207	ไม่	NG	NEG	I_CLS	I_SENT	N	-
208	เกิน	VV	ADVN	I_CLS	I_SENT	N	-
209	_	PU	NCMN	I_CLS	I_SENT	N	-
210	1	NU	DCNM	I_CLS	I_SENT	N	-
211	_	PU	PUNC	I_CLS	I_SENT	N	-
212	ปี	CL	CMTR	I_CLS	I_SENT	N	-
213	_	PU	PUNC	I_CLS	I_SENT	N	-
214	ประกอบ	VV	VSTA	I_CLS	I_SENT	N	-
215	ด้วย	PS	RPRE	E_CLS	I_SENT	N	-

216	1.	NU	NCNM	B_CLS	B_SENT	N	-
217	กองทุน	NN	NCMN	I_CLS	I_SENT	N	-
218	เปิด	VV	VACT	I_CLS	I_SENT	N	-
219	เอสซีไอ	NN	NCMN	I_CLS	I_SENT	N	-
220	_	PU	NCMN	I_CLS	I_SENT	N	-
221	ตราสาร	VV	NCMN	I_CLS	I_SENT	N	-
222	หนี้	NN	NCMN	I_CLS	I_SENT	N	-
223	ต่าง	AJ	PDMN	I_CLS	I_SENT	N	-
224	ประเทศ	NN	NCMN	I_CLS	I_SENT	N	-
225	_	PU	NCMN	I_CLS	I_SENT	N	-
226	จีไอ	NN	NCMN	I_CLS	I_SENT	N	-
227	_	PU	NCMN	I_CLS	I_SENT	N	-
