0	ราคา	NN	NCMN	B_CLS	B_SENT	N	-
1	หุ้น	NN	NCMN	I_CLS	I_SENT	N	-
2	ที่	CC	PREL	I_CLS	I_SENT	N	-
3	ตลาด	NN	NCMN	I_CLS	I_SENT	N	-
4	โตเกียว	NN	NCMN	I_CLS	I_SENT	N	-
5	เปิดตัว	VV	NCMN	I_CLS	I_SENT	N	-
6	ต่ำ	VV	VATT	I_CLS	I_SENT	N	-
7	กว่า	AV	JCMP	I_CLS	I_SENT	N	-
8	เดิม	VV	NCMN	I_CLS	I_SENT	N	-
9	ใน	PS	RPRE	I_CLS	I_SENT	N	-
10	วัน	NN	NCMN	I_CLS	I_SENT	N	-
11	นี้	AJ	DDAC	E_CLS	I_SENT	N	-

12	เดิม	VV	VATT	B_CLS	B_SENT	N	-
13	ใน	PS	RPRE	I_CLS	I_SENT	N	-
14	วัน	NN	NCMN	I_CLS	I_SENT	N	-
15	นี้	AJ	DDAC	E_CLS	I_SENT	N	-
16	_	PU	NCMN	O	I_SENT	N	-
17	โดย	CC	JSBR	B_CLS	I_SENT	Expansion.GenExpansion	-
18	ดัชนีนิเกอิ	NN	XVBM	I_CLS	I_SENT	N	-
19	ลด	VV	VACT	I_CLS	I_SENT	N	-
20	ลง	AV	XVAE	I_CLS	I_SENT	N	-
21	_	PU	NCMN	I_CLS	I_SENT	N	-
22	124.46	NU	NCNM	I_CLS	I_SENT	N	-
23	_	PU	PUNC	I_CLS	I_SENT	N	-
24	จุด	CL	CNIT	E_CLS	I_SENT	N	-
25	_	PU	NCMN	O	I_SENT	N	-
26	หรือ	CC	JCRG	B_CLS	I_SENT	N	-
27	ร้อย	NU	NCMN	I_CLS	I_SENT	N	-
28	ละ	PS	RPRE	I_CLS	I_SENT	N	-
29	_	PU	NCMN	I_CLS	I_SENT	N	-
30	1.26	NU	DCNM	I_CLS	I_SENT	N	-
31	_	PU	NCMN	I_CLS	I_SENT	N	-
32	อยู่	VV	VSTA	I_CLS	I_SENT	N	-
33	ที่	PS	RPRE	I_CLS	I_SENT	N	-
34	_	PU	NCMN	I_CLS	I_SENT	N	-
35	9,751.69	NU	DCNM	I_CLS	I_SENT	N	-
36	_	PU	NCMN	I_CLS	I_SENT	N	-
37	ระหว่าง	PS	RPRE	I_CLS	I_SENT	N	-
38	การ	FX	FIXN	I_CLS	I_SENT	N	-
39	เปิด	VV	VACT	I_CLS	I_SENT	N	-
40	ตลาด	NN	NCMN	I_CLS	I_SENT	N	-
41	ค้า	VV	NCMN	I_CLS	I_SENT	N	-
42	หุ้น	NN	NCMN	I_CLS	I_SENT	N	-
43	ใน	PS	RPRE	I_CLS	I_SENT	N	-
44	_	PU	NCMN	I_CLS	I_SENT	N	-
45	1	NU	NCNM	I_CLS	I_SENT	N	-
46	_	PU	DCNM	I_CLS	I_SENT	N	-
47	นาที	CL	CMTR	I_CLS	I_SENT	N	-
48	แรก	NU	DONM	E_CLS	I_SENT	N	-

49	ขณะ	CC	NCMN	B_CLS	B_SENT	Comparison.Contrast	-
50	ที่	CC	PREL	I_CLS	I_SENT	N	-
51	ดัชนี	NN	NCMN	I_CLS	I_SENT	N	-
52	หุ้น	NN	NCMN	I_CLS	I_SENT	N	-
53	ดาวโจนส์	NN	NCMN	I_CLS	I_SENT	N	-
54	ลด	VV	VSTA	I_CLS	I_SENT	N	-
55	ลง	AV	XVAE	I_CLS	I_SENT	N	-
56	_	PU	NCMN	I_CLS	I_SENT	N	-
57	223.32	NU	NCNM	I_CLS	I_SENT	N	-
58	_	PU	PUNC	I_CLS	I_SENT	N	-
59	จุด	CL	CNIT	E_CLS	I_SENT	N	-
60	_	PU	NCMN	O	I_SENT	N	-
61	หรือ	CC	JCRG	B_CLS	I_SENT	N	-
62	ร้อย	NU	NCMN	I_CLS	I_SENT	N	-
63	ละ	PS	RPRE	I_CLS	I_SENT	N	-
64	_	PU	NCMN	I_CLS	I_SENT	N	-
65	2.63	NU	DCNM	I_CLS	I_SENT	N	-
66	_	PU	NCMN	I_CLS	I_SENT	N	-
67	ปิด	VV	VACT	I_CLS	I_SENT	N	-
68	ที่	PS	PREL	I_CLS	I_SENT	N	-
69	_	PU	NCMN	I_CLS	I_SENT	N	-
70	8,280.74	NU	DCNM	I_CLS	I_SENT	N	-
71	_	PU	PUNC	I_CLS	I_SENT	N	-
72	จุด	CL	CNIT	I_CLS	I_SENT	N	-
73	_	PU	NCMN	I_CLS	I_SENT	N	-
74	แนสแดค	NN	NCMN	I_CLS	I_SENT	N	-
75	_	PU	NCMN	I_CLS	I_SENT	N	-
76	ปิด	VV	VACT	I_CLS	I_SENT	N	-
77	ที่	PS	PREL	I_CLS	I_SENT	N	-
78	_	PU	NCMN	I_CLS	I_SENT	N	-
79	1,796.52	NU	DCNM	I_CLS	I_SENT	N	-
80	_	PU	PUNC	I_CLS	I_SENT	N	-
81	จุด	CL	CNIT	I_CLS	I_SENT	N	-
82	_	PU	NCMN	I_CLS	I_SENT	N	-
