0	นายก	NN	NCMN	B_CLS	B_SENT	N	-
1	ฯ	PU	PUNC	I_CLS	I_SENT	N	-
2	_	PU	NCMN	I_CLS	I_SENT	N	-
3	ระบุ	VV	VACT	E_CLS	I_SENT	N	-
4	_	PU	NCMN	O	I_SENT	N	-
5	หลัง	CC	RPRE	B_CLS	I_SENT	Temporal.Asynchronous.Succession	-
6	หารือ	VV	NCMN	I_CLS	I_SENT	N	-
7	กับ	PS	RPRE	I_CLS	I_SENT	N	-
8	ประธานาธิบดี	NN	NCMN	I_CLS	I_SENT	N	-
9	ฟิลิปปินส์	NN	NCMN	I_CLS	I_SENT	N	-
10	ทั้ง	AJ	DDBQ	I_CLS	I_SENT	N	-
11	สอง	NU	DCNM	I_CLS	I_SENT	N	-
12	ประเทศ	CL	CNIT	I_CLS	I_SENT	N	-
13	มี	VV	VSTA	I_CLS	I_SENT	N	-
14	ความเห็น	NN	NCMN	E_CLS	I_SENT	N	-
15	ที่	CC	PREL	B_CLS	I_SENT	N	-
16	สอดคล้อง	VV	VSTA	I_CLS	I_SENT	N	-
17	กัน	AV	ADVN	I_CLS	I_SENT	N	-
18	_	PU	NCMN	I_CLS	I_SENT	N	-
19	ใน	PS	RPRE	I_CLS	I_SENT	N	-
20	การ	FX	FIXN	I_CLS	I_SENT	N	-
21	ผลักดัน	VV	VACT	E_CLS	I_SENT	N	-
22	ให้	CC	JSBR	B_CLS	I_SENT	N	-
23	เกิด	VV	VSTA	I_CLS	I_SENT	N	-
24	ความ	FX	FIXN	I_CLS	I_SENT	N	-
25	ร่วมมือ	VV	VACT	I_CLS	I_SENT	N	-
26	ด้าน	NN	NCMN	I_CLS	I_SENT	N	-
27	การ	FX	FIXN	I_CLS	I_SENT	N	-
28	ค้า	VV	VACT	I_CLS	I_SENT	N	-
29	การ	FX	FIXN	I_CLS	I_SENT	N	-
30	ลง	VV	VACT	I_CLS	I_SENT	N	-
31	ทุน	NN	NCMN	E_CLS	I_SENT	N	-

32	นายก	NN	NCMN	B_CLS	B_SENT	N	-
33	รัฐมนตรี	NN	NCMN	I_CLS	I_SENT	N	-
34	_	PU	NCMN	I_CLS	I_SENT	N	-
35	ระบุ	VV	VACT	E_CLS	I_SENT	N	-
36	_	PU	NCMN	O	I_SENT	N	-
37	หลัง	CC	RPRE	B_CLS	I_SENT	Temporal.Asynchronous.Succession	-
38	หารือ	VV	NCMN	I_CLS	I_SENT	N	-
39	กับ	PS	RPRE	I_CLS	I_SENT	N	-
40	ประธานาธิบดี	NN	NCMN	I_CLS	I_SENT	N	-
41	ฟิลิปปินส์	NN	NCMN	I_CLS	I_SENT	N	-
42	ทั้ง	AJ	DDBQ	I_CLS	I_SENT	N	-
43	สอง	NU	DCNM	I_CLS	I_SENT	N	-
44	ประเทศ	CL	CNIT	I_CLS	I_SENT	N	-
45	มี	VV	VSTA	I_CLS	I_SENT	N	-
46	ความเห็น	NN	NCMN	E_CLS	I_SENT	N	-
47	ที่	CC	PREL	B_CLS	I_SENT	N	-
48	สอดคล้อง	VV	VSTA	I_CLS	I_SENT	N	-
49	กัน	AV	ADVN	I_CLS	I_SENT	N	-
50	_	PU	NCMN	I_CLS	I_SENT	N	-
51	ใน	PS	RPRE	I_CLS	I_SENT	N	-
52	การ	FX	FIXN	I_CLS	I_SENT	N	-
53	ผลักดัน	VV	VACT	E_CLS	I_SENT	N	-
54	ให้	CC	JSBR	B_CLS	I_SENT	N	-
55	เกิด	VV	VSTA	I_CLS	I_SENT	N	-
56	ความ	FX	FIXN	I_CLS	I_SENT	N	-
57	ร่วมมือ	VV	VACT	I_CLS	I_SENT	N	-
58	ด้าน	NN	NCMN	I_CLS	I_SENT	N	-
59	การ	FX	FIXN	I_CLS	I_SENT	N	-
60	ค้า	VV	VACT	I_CLS	I_SENT	N	-
61	การ	FX	FIXN	I_CLS	I_SENT	N	-
62	ลง	VV	VACT	I_CLS	I_SENT	N	-
63	ทุน	NN	NCMN	E_CLS	I_SENT	N	-

64	นาย	NN	NTTL	B_CLS	B_SENT	N	-
65	อภิสิทธิ์	NN	NCMN	I_CLS	I_SENT	N	-
66	_	PU	NCMN	I_CLS	I_SENT	N	-
67	เวชชาชีวะ	NN	NCMN	I_CLS	I_SENT	N	-
68	_	PU	NCMN	I_CLS	I_SENT	N	-
69	นายก	NN	NCMN	I_CLS	I_SENT	N	-
70	รัฐมนตรี	NN	NCMN	I_CLS	I_SENT	N	-
71	_	PU	NCMN	I_CLS	I_SENT	N	-
72	กล่าว	VV	VACT	I_CLS	I_SENT	N	-
73	ภายหลัง	PS	ADVN	I_CLS	I_SENT	N	-
74	พิธี	NN	NCMN	I_CLS	I_SENT	N	-
75	เลี้ยง	VV	VACT	I_CLS	I_SENT	N	-
76	รับรอง	VV	VACT	I_CLS	I_SENT	N	-
77	อย่าง	FX	FIXV	I_CLS	I_SENT	N	-
78	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
79	ทางการ	NN	NCMN	E_CLS	I_SENT	N	-
80	_	PU	NCMN	O	I_SENT	N	-
81	ที่	CC	PREL	B_CLS	I_SENT	N	-
82	เรือน	NN	VSTA	I_CLS	I_SENT	N	-
83	รับรอง	VV	NCMN	I_CLS	I_SENT	N	-
84	ประธานาธิบดี	NN	NCMN	I_CLS	I_SENT	N	-
85	ฟิลิปปินส์	NN	NCMN	E_CLS	I_SENT	N	-
86	_	PU	NCMN	O	I_SENT	N	-
87	ซึ่ง	CC	PREL	B_CLS	I_SENT	Expansion.GenExpansion	-
88	นาง	NN	NTTL	I_CLS	I_SENT	N	-
89	กลอเรีย	NN	NPRP	I_CLS	I_SENT	N	-
90	_	PU	NCMN	I_CLS	I_SENT	N	-
91	มาคาปากัล	NN	NCMN	I_CLS	I_SENT	N	-
92	_	PU	NCMN	I_CLS	I_SENT	N	-
93	อาร์โรโย	NN	NCMN	I_CLS	I_SENT	N	-
94	_	PU	NCMN	I_CLS	I_SENT	N	-
95	ประธานาธิบดี	NN	NCMN	I_CLS	I_SENT	N	-
96	ฟิลิปปินส์	NN	NCMN	I_CLS	I_SENT	N	-
97	_	PU	NCMN	I_CLS	I_SENT	N	-
98	จัด	VV	VACT	I_CLS	I_SENT	N	-
99	งาน	NN	NCMN	I_CLS	I_SENT	N	-
100	เลี้ยง	VV	VACT	I_CLS	I_SENT	N	-
101	รับรอง	VV	VACT	I_CLS	I_SENT	N	-
102	อย่าง	FX	FIXV	I_CLS	I_SENT	N	-
