0	บึ้ม	VV	NCMN	B_CLS	B_SENT	N	-	-
1	ชุด	CL	NCMN	I_CLS	I_SENT	N	-	-
2	เฉพาะกิจ	NN	VATT	I_CLS	I_SENT	N	-	-
3	ยะลา	NN	ADVN	I_CLS	I_SENT	N	-	-
4	พ.อ.	NN	NCMN	I_CLS	I_SENT	N	-	-
5	ดับ	VV	NCMN	I_CLS	I_SENT	N	-	-
6	_	PU	NCMN	I_CLS	I_SENT	N	-	-
7	พร้อม	VV	VSTA	I_CLS	I_SENT	N	-	-
8	ลูกน้อง	NN	NCMN	I_CLS	I_SENT	N	-	-
9	_	PU	NCMN	I_CLS	I_SENT	N	-	-
10	2	NU	NCNM	I_CLS	I_SENT	N	-	-
11	_	PU	PUNC	I_CLS	I_SENT	N	-	-
12	ศพ	CL	NCMN	I_CLS	I_SENT	N	-	-
13	เจ็บ	VV	NCMN	I_CLS	I_SENT	N	-	-
14	อีก	AJ	DDBQ	I_CLS	I_SENT	N	-	-
15	_	PU	NCMN	I_CLS	I_SENT	N	-	-
16	7	NU	DCNM	I_CLS	I_SENT	N	-	-
17	_	PU	PUNC	I_CLS	I_SENT	N	-	-
18	นาย	CL	CMTR	E_CLS	I_SENT	N	-	-

19	ผู้	FX	PPRS	B_CLS	B_SENT	N	-	-
20	บัญชาการ	VV	NCMN	I_CLS	I_SENT	N	-	-
21	ชุด	CL	NCMN	I_CLS	I_SENT	N	-	-
22	เฉพาะกิจ	NN	VATT	I_CLS	I_SENT	N	-	-
23	จ.	NN	NCMN	I_CLS	I_SENT	N	-	-
24	ยะลา	NN	VACT	I_CLS	I_SENT	N	-	-
25	_	PU	NCMN	I_CLS	I_SENT	N	-	-
26	ถูก	AX	XVAM	I_CLS	I_SENT	N	-	arg1[31]
27	โจร	NN	VACT	I_CLS	I_SENT	N	-	arg1[31]
28	ใต้	NN	RPRE	I_CLS	I_SENT	N	-	arg1[31]
29	ดัก	VV	NCMN	I_CLS	I_SENT	N	-	arg1[31]
30	บึ้ม	VV	NCMN	E_CLS	I_SENT	N	-	arg1[31]
31	ขณะ	CC	JSBR	B_CLS	I_SENT	Temporal.Synchronous	-	-
32	กลับ	VV	VACT	I_CLS	I_SENT	N	-	arg2[31]
33	จาก	PS	RPRE	I_CLS	I_SENT	N	-	arg2[31]
34	ทอด	VV	NCMN	I_CLS	I_SENT	N	-	arg2[31]
35	ผ้าป่า	NN	NCMN	I_CLS	I_SENT	N	-	arg2[31]
36	_	PU	NCMN	I_CLS	I_SENT	N	-	-
37	ดับ	VV	NCMN	I_CLS	I_SENT	N	-	-
38	คา	VV	NCMN	I_CLS	I_SENT	N	-	-
39	ที่	NN	PREL	I_CLS	I_SENT	N	-	-
40	พร้อม	VV	VSTA	I_CLS	I_SENT	N	-	-
41	ลูกน้อง	NN	XVMM	I_CLS	I_SENT	N	-	-
42	รวม	VV	VACT	I_CLS	I_SENT	N	-	-
43	_	PU	NCMN	I_CLS	I_SENT	N	-	-
44	2	NU	DCNM	I_CLS	I_SENT	N	-	-
45	_	PU	PUNC	I_CLS	I_SENT	N	-	-
46	ศพ	CL	CMTR	I_CLS	I_SENT	N	-	-
47	_	PU	PUNC	I_CLS	I_SENT	N	-	-
48	เจ็บ	VV	NCMN	I_CLS	I_SENT	N	-	-
49	อีก	AJ	DDBQ	I_CLS	I_SENT	N	-	-
50	_	PU	NCMN	I_CLS	I_SENT	N	-	-
51	5	NU	DCNM	E_CLS	I_SENT	N	-	-

52	นาย	CL	NTTL	B_CLS	B_SENT	N	-	-
53	สนธิ	NN	NCMN	I_CLS	I_SENT	N	-	-
54	_	PU	NCMN	I_CLS	I_SENT	N	-	-
55	เดินหน้า	VV	VSTA	I_CLS	I_SENT	N	-	-
56	ดัน	VV	VACT	I_CLS	I_SENT	N	-	-
57	โครงการ	NN	NCMN	I_CLS	I_SENT	N	-	-
58	ปอเนาะ	NN	NCMN	I_CLS	I_SENT	N	-	-
59	ตัวอย่าง	NN	NCMN	I_CLS	I_SENT	N	-	-
60	ตาม	PS	RPRE	I_CLS	I_SENT	N	-	-
61	คำ	NN	NCMN	I_CLS	I_SENT	N	-	-
62	แนว	NN	NCMN	I_CLS	I_SENT	N	-	-
63	คิด	VV	VACT	I_CLS	I_SENT	N	-	-
64	_	PU	NCMN	I_CLS	I_SENT	N	-	-
65	"	PU	PUNC	I_CLS	I_SENT	N	-	-
66	ป๋า	NN	NCMN	I_CLS	I_SENT	N	-	-
67	เปรม	NN	NCMN	I_CLS	I_SENT	N	-	-
68	"	PU	PUNC	E_CLS	I_SENT	N	-	-

69	สถานการณ์	NN	NCMN	B_CLS	B_SENT	N	-	-
70	ใน	PS	RPRE	I_CLS	I_SENT	N	-	-
71	พื้นที่	NN	NCMN	I_CLS	I_SENT	N	-	-
72	_	PU	NCMN	I_CLS	I_SENT	N	-	-
73	3	NU	DCNM	I_CLS	I_SENT	N	-	-
74	_	PU	NCMN	I_CLS	I_SENT	N	-	-
75	จังหวัด	CL	NCMN	I_CLS	I_SENT	N	-	-
76	ชายแดน	NN	NCMN	I_CLS	I_SENT	N	-	-
77	ภาค	NN	NCMN	I_CLS	I_SENT	N	-	-
78	ใต้	NN	NCMN	I_CLS	I_SENT	N	-	-
79	_	PU	NCMN	I_CLS	I_SENT	N	-	-
80	ยัง	AX	XVBM	I_CLS	I_SENT	N	-	-
81	ระอุ	VV	VACT	E_CLS	I_SENT	N	-	-

82	ล่าสุด	AV	ADVN	B_CLS	B_SENT	N	-	-
83	_	PU	NCMN	I_CLS	I_SENT	N	-	-
84	เมื่อ	PS	JSBR	I_CLS	I_SENT	N	-	-
85	เวลา	NN	NCMN	I_CLS	I_SENT	N	-	-
86	_	PU	NCMN	I_CLS	I_SENT	N	-	-
87	14.35	NU	NCNM	I_CLS	I_SENT	N	-	-
88	_	PU	PUNC	I_CLS	I_SENT	N	-	-
89	น.	CL	CMTR	I_CLS	I_SENT	N	-	-
90	_	PU	PUNC	I_CLS	I_SENT	N	-	-
91	วันที่	NN	NCMN	I_CLS	I_SENT	N	-	-
92	_	PU	NCMN	I_CLS	I_SENT	N	-	-
93	26	NU	NCNM	I_CLS	I_SENT	N	-	-
94	_	PU	NCMN	I_CLS	I_SENT	N	-	-
95	สิงหาคม	NN	NCMN	I_CLS	I_SENT	N	-	-
96	_	PU	NCMN	I_CLS	I_SENT	N	-	-
97	เกิด	VV	VSTA	I_CLS	I_SENT	N	-	arg1[120]
98	เหตุ	NN	NCMN	I_CLS	I_SENT	N	-	arg1[120]
99	ระเบิด	VV	NCMN	I_CLS	I_SENT	N	-	arg1[120]
100	ขึ้น	AV	XVAE	I_CLS	I_SENT	N	-	arg1[120]
101	ที่	PS	RPRE	I_CLS	I_SENT	N	-	arg1[120]
102	บริเวณ	NN	NCMN	I_CLS	I_SENT	N	-	arg1[120]
103	ทาง	NN	NCMN	I_CLS	I_SENT	N	-	arg1[120]
104	โค้ง	VV	NCMN	I_CLS	I_SENT	N	-	arg1[120]
105	ปาก	NN	NCMN	I_CLS	I_SENT	N	-	arg1[120]
106	ทาง	NN	NCMN	I_CLS	I_SENT	N	-	arg1[120]
107	เข้า	VV	VACT	I_CLS	I_SENT	N	-	arg1[120]
