0	ยุบ	VV	VACT	B_CLS	B_SENT	N	-	-
1	พรรค	NN	NCMN	I_CLS	I_SENT	N	-	-
2	การเมือง	NN	NCMN	I_CLS	I_SENT	N	-	-
3	ส่อ	VV	NCMN	I_CLS	I_SENT	N	-	-
4	รอ	VV	VSTA	I_CLS	I_SENT	N	-	-
5	_	PU	NCMN	I_CLS	I_SENT	N	-	-
6	16	NU	DCNM	I_CLS	I_SENT	N	-	-
7	_	PU	PUNC	I_CLS	I_SENT	N	-	-
8	มิ.ย.	NN	CMTR	I_CLS	I_SENT	N	-	-
9	กกต.	NN	VACT	I_CLS	I_SENT	N	-	-
10	ขัด	VV	VSTA	I_CLS	I_SENT	N	-	-
11	กัน	PR	ADVN	I_CLS	I_SENT	N	-	-
12	-	PU	PUNC	I_CLS	I_SENT	N	-	-
13	"	PU	PUNC	I_CLS	I_SENT	N	-	-
14	วาสนา	NN	NCMN	I_CLS	I_SENT	N	-	-
15	"	PU	PUNC	I_CLS	I_SENT	N	-	-
16	ชี้	VV	VACT	I_CLS	I_SENT	N	-	-
17	เสร็จ	VV	ADVN	I_CLS	I_SENT	N	-	-
18	แล้ว	AX	XVAE	E_CLS	I_SENT	N	-	-

19	กกต.	NN	ADVN	B_CLS	B_SENT	N	-	-
20	พิจารณา	VV	VACT	I_CLS	I_SENT	N	-	-
21	เรื่อง	NN	NCMN	I_CLS	I_SENT	N	-	-
22	พรรค	NN	NCMN	I_CLS	I_SENT	N	-	-
23	ใหญ่	VV	VATT	I_CLS	I_SENT	N	-	-
24	จ้าง	VV	VACT	I_CLS	I_SENT	N	-	-
25	พรรค	NN	NCMN	I_CLS	I_SENT	N	-	-
26	เล็ก	VV	VATT	I_CLS	I_SENT	N	-	-
27	ลง	AV	XVAE	I_CLS	I_SENT	N	-	-
28	สมัคร	VV	NCMN	I_CLS	I_SENT	N	-	-
29	_	PU	NCMN	I_CLS	I_SENT	N	-	-
30	ส.ส.	NN	NCMN	E_CLS	I_SENT	N	-	-

31	"	PU	PUNC	B_CLS	B_SENT	N	-	arg1[39]
32	วาสนา	NN	NCMN	I_CLS	I_SENT	N	-	arg1[39]
33	"	PU	PUNC	I_CLS	I_SENT	N	-	arg1[39]
34	_	PU	NCMN	I_CLS	I_SENT	N	-	arg1[39]
35	บอก	VV	VACT	I_CLS	I_SENT	N	-	arg1[39]
36	สรุป	VV	VACT	I_CLS	I_SENT	N	-	arg1[39]
37	เสร็จ	VV	ADVN	I_CLS	I_SENT	N	-	arg1[39]
38	แล้ว	AX	XVAE	E_CLS	I_SENT	N	-	arg1[39]

39	ขณะ	CC	JSBR	B_CLS	B_SENT	Comparison.Contrast	-	-
40	ที่	CC	PREL	I_CLS	I_SENT	N	-	arg2[39]
41	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[39]
42	"	PU	PUNC	I_CLS	I_SENT	N	-	arg2[39]
43	ปริญญา	NN	NCMN	I_CLS	I_SENT	N	-	arg2[39]
44	"	PU	PUNC	I_CLS	I_SENT	N	-	arg2[39]
45	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[39]
46	ระบุ	VV	VACT	I_CLS	I_SENT	N	-	arg2[39]
47	ขอ	VV	VACT	I_CLS	I_SENT	N	-	arg2[39]
48	เวลา	NN	NCMN	I_CLS	I_SENT	N	-	arg2[39]
49	อีก	AJ	DDBQ	I_CLS	I_SENT	N	-	arg2[39]
50	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[39]
51	1-2	NU	DCNM	I_CLS	I_SENT	N	-	arg2[39]
52	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[39]
53	วัน	CL	NCMN	E_CLS	I_SENT	N	-	arg2[39]
54	_	PU	NCMN	O	I_SENT	N	-	-
55	หาก	CC	JSBR	B_CLS	I_SENT	Contingency.Condition.Arg2-As-Cond	-	-
56	เสร็จ	VV	VSTA	I_CLS	I_SENT	N	-	arg2[55]
57	ส่ง	VV	VACT	E_CLS	I_SENT	N	-	arg1[55]
58	ให้	CC	RPRE	B_CLS	I_SENT	N	-	arg1[55]
59	อัยการ	NN	NCMN	I_CLS	I_SENT	N	-	arg1[55]
60	สูง	VV	VATT	I_CLS	I_SENT	N	-	arg1[55]
61	สุด	AV	ADVN	I_CLS	I_SENT	N	-	arg1[55]
62	ส่ง	VV	VACT	I_CLS	I_SENT	N	-	arg1[55]
63	ต่อ	VV	RPRE	E_CLS	I_SENT	N	-	arg1[55]
64	ให้	CC	RPRE	B_CLS	I_SENT	N	-	arg1[55]
65	ศาล	NN	NCMN	I_CLS	I_SENT	N	-	arg1[55]
66	รัฐธรรมนูญ	NN	NCMN	I_CLS	I_SENT	N	-	arg1[55]
67	วินิจฉัย	VV	VACT	I_CLS	I_SENT	N	-	arg1[55]
68	ยุบ	VV	VACT	I_CLS	I_SENT	N	-	arg1[55]
69	พรรค	NN	NCMN	I_CLS	I_SENT	N	-	arg1[55]
70	การเมือง	NN	NCMN	E_CLS	I_SENT	N	-	arg1[55]
71	_	PU	NCMN	O	I_SENT	N	-	-
72	ถ้า	CC	JSBR	B_CLS	I_SENT	Contingency.Condition.Arg2-As-Cond	-	-
73	ไม่	NG	NEG	I_CLS	I_SENT	N	-	arg2[72]
74	เสร็จ	VV	VSTA	I_CLS	I_SENT	N	-	arg2[72]
75	ต้อง	AX	XVMM	I_CLS	I_SENT	N	-	arg1[72]
76	รอ	VV	VSTA	I_CLS	I_SENT	N	-	arg1[72]
77	ไป	AV	XVAE	I_CLS	I_SENT	N	-	arg1[72]
78	หลัง	NU	RPRE	I_CLS	I_SENT	N	-	arg1[72]
79	_	PU	NCMN	I_CLS	I_SENT	N	-	arg1[72]
80	16	NU	DCNM	I_CLS	I_SENT	N	-	arg1[72]
81	_	PU	PUNC	I_CLS	I_SENT	N	-	arg1[72]
82	มิ.ย.	NN	CMTR	I_CLS	I_SENT	N	-	arg1[72]
83	_	PU	PUNC	I_CLS	I_SENT	N	-	arg1[72]
84	ขอ	VV	VACT	I_CLS	I_SENT	N	-	arg1[72]
85	เว้น	VV	VACT	I_CLS	I_SENT	N	-	arg1[72]
86	วรรค	NN	NCMN	I_CLS	I_SENT	N	-	arg1[72]
87	พูด	VV	VACT	I_CLS	I_SENT	N	-	arg1[72]
88	เรื่อง	NN	NCMN	I_CLS	I_SENT	N	-	arg1[72]
89	การเมือง	NN	NCMN	I_CLS	I_SENT	N	-	arg1[72]
90	_	PU	NCMN	I_CLS	I_SENT	N	-	arg1[72]
91	9	NU	NCNM	I_CLS	I_SENT	N	-	arg1[72]
92	-	PU	PUNC	I_CLS	I_SENT	N	-	arg1[72]
93	15	NU	NCNM	I_CLS	I_SENT	N	-	arg1[72]
94	_	PU	PUNC	I_CLS	I_SENT	N	-	arg1[72]
95	มิ.ย.	NN	CMTR	E_CLS	I_SENT	N	-	arg1[72]

96	(	PU	PUNC	B_CLS	B_SENT	N	-	-
97	6	NU	NLBL	I_CLS	I_SENT	N	-	-
98	_	PU	NCMN	I_CLS	I_SENT	N	-	-
99	มิ.ย.	NN	NCMN	I_CLS	I_SENT	N	-	-
100	)	PU	PUNC	I_CLS	I_SENT	N	-	-
101	_	PU	NCMN	I_CLS	I_SENT	N	-	-
102	นาย	NN	NTTL	I_CLS	I_SENT	N	-	-
103	ปริญญา	NN	NPRP	I_CLS	I_SENT	N	-	-
104	_	PU	NCMN	I_CLS	I_SENT	N	-	-
105	นาคฉัตรีย์	NN	NCMN	I_CLS	I_SENT	N	-	-
106	กรรมการ	NN	NCMN	I_CLS	I_SENT	N	-	-
107	การ	FX	FIXN	I_CLS	I_SENT	N	-	-
108	เลือกตั้ง	VV	VACT	I_CLS	I_SENT	N	-	-
109	_	PU	NCMN	I_CLS	I_SENT	N	-	-
110	กกต.	NN	NCMN	I_CLS	I_SENT	N	-	-
111	_	PU	NCMN	I_CLS	I_SENT	N	-	-
112	กล่าว	VV	VACT	I_CLS	I_SENT	N	-	-
113	ภายหลัง	PS	RPRE	I_CLS	I_SENT	N	-	-
114	การ	FX	FIXN	I_CLS	I_SENT	N	-	-
115	ประชุม	VV	VACT	I_CLS	I_SENT	N	-	-
116	ว่า	CC	JSBR	E_CLS	I_SENT	N	-	-
117	_	PU	NCMN	O	I_SENT	N	-	-
118	กกต.	NN	NCMN	B_CLS	I_SENT	N	-	-
119	ได้	AX	XVAM	I_CLS	I_SENT	N	-	-
120	ประชุม	VV	VACT	I_CLS	I_SENT	N	-	-
121	เรื่อง	NN	NCMN	I_CLS	I_SENT	N	-	-
122	พรรค	NN	NCMN	I_CLS	I_SENT	N	-	-
123	ใหญ่	VV	VATT	I_CLS	I_SENT	N	-	-
124	จ้าง	VV	VACT	I_CLS	I_SENT	N	-	-
125	พรรค	NN	NCMN	I_CLS	I_SENT	N	-	-
126	เล็ก	VV	VATT	I_CLS	I_SENT	N	-	-
