0	จำ	VV	NCMN	B_CLS	B_SENT	N	-	-
1	คุก	NN	NCMN	I_CLS	I_SENT	N	-	-
2	_	PU	NCMN	I_CLS	I_SENT	N	-	-
3	3	NU	DCNM	I_CLS	I_SENT	N	-	-
4	_	PU	PUNC	I_CLS	I_SENT	N	-	-
5	ปี	CL	CMTR	I_CLS	I_SENT	N	-	-
6	อดีต	NN	ADVP	I_CLS	I_SENT	N	-	-
7	นัก	FX	ADVN	I_CLS	I_SENT	N	-	-
8	ยูโด	NN	XVBM	I_CLS	I_SENT	N	-	-
9	เยาวชน	NN	VSTA	I_CLS	I_SENT	N	-	-
10	ทีม	NN	NCMN	I_CLS	I_SENT	N	-	-
11	ชาติ	NN	NCMN	I_CLS	I_SENT	N	-	-
12	กรรโชก	VV	NCMN	I_CLS	I_SENT	N	-	-
13	ทรัพย์	NN	DDBQ	E_CLS	I_SENT	N	-	-

14	ศาล	NN	NPRP	B_CLS	B_SENT	N	-	arg1[42]|arg1[58]
15	จำ	VV	NCMN	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
16	คุก	NN	NCMN	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
17	_	PU	NCMN	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
18	3	NU	DCNM	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
19	_	PU	PUNC	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
20	ปี	CL	CMTR	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
21	_	PU	NCMN	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
22	"	PU	PUNC	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
23	ฉัตรกุล	NN	NCMN	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
24	_	PU	NCMN	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
25	เลิศทวีวิทย์	NN	NCMN	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
26	"	PU	PUNC	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
27	_	PU	NCMN	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
28	อดีต	NN	NCMN	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
29	นัก	FX	ADVN	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
30	ยูโด	NN	VACT	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
31	เยาวชน	NN	VACT	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
32	ทีม	NN	NCMN	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
33	ชาติ	NN	NCMN	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
34	_	PU	NCMN	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
35	กรรโชก	VV	NCMN	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
36	ทรัพย์	NN	NCMN	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
37	-	PU	PUNC	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
38	ปลอม	VV	VACT	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
39	ใบ	NN	NCMN	I_CLS	I_SENT	N	-	arg1[42]|arg1[58]
40	ขับขี่	VV	NCMN	E_CLS	I_SENT	N	-	arg1[42]|arg1[58]
41	_	PU	NCMN	O	I_SENT	N	-	arg1[42]|arg1[58]
42	หลัง	CC	RPRE	B_CLS	I_SENT	Temporal.Asynchronous.Succession	-	arg1[58]
43	ถ่าย	VV	VACT	I_CLS	I_SENT	N	-	arg2[42]|arg1[58]
44	คลิป	NN	NCMN	I_CLS	I_SENT	N	-	arg2[42]|arg1[58]
45	มี	VV	VSTA	I_CLS	I_SENT	N	-	arg2[42]|arg1[58]
46	เพศสัมพันธ์	NN	NCMN	I_CLS	I_SENT	N	-	arg2[42]|arg1[58]
47	หญิง	NN	NCMN	I_CLS	I_SENT	N	-	arg2[42]|arg1[58]
48	วัย	NN	NCMN	I_CLS	I_SENT	N	-	arg2[42]|arg1[58]
49	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[42]|arg1[58]
50	25	NU	DCNM	I_CLS	I_SENT	N	-	arg2[42]|arg1[58]
51	_	PU	PUNC	I_CLS	I_SENT	N	-	arg2[42]|arg1[58]
52	ปี	CL	CMTR	I_CLS	I_SENT	N	-	arg2[42]|arg1[58]
53	_	PU	PUNC	I_CLS	I_SENT	N	-	arg2[42]|arg1[58]
54	ขู่	VV	NCMN	I_CLS	I_SENT	N	-	arg2[42]|arg1[58]
55	เรียก	VV	VACT	I_CLS	I_SENT	N	-	arg2[42]|arg1[58]
56	เงิน	NN	NCMN	I_CLS	I_SENT	N	-	arg2[42]|arg1[58]
57	หมื่น	NU	NCMN	E_CLS	I_SENT	N	-	arg2[42]|arg1[58]

58	แต่	CC	JCRG	B_CLS	B_SENT	Comparison.Concession.Arg2-As-Denier	-	-
59	ศาล	NN	NPRP	I_CLS	I_SENT	N	-	arg2[58]
60	ปรานี	VV	VACT	I_CLS	I_SENT	N	-	arg2[58]
61	ให้	AV	JSBR	I_CLS	I_SENT	N	-	arg2[58]
62	โอกาส	NN	NCMN	I_CLS	I_SENT	N	-	arg2[58]
63	กลับตัว	VV	NCMN	I_CLS	I_SENT	N	-	arg2[58]
64	เป็น	VV	VSTA	I_CLS	I_SENT	N	-	arg2[58]
65	คน	NN	NCMN	I_CLS	I_SENT	N	-	arg2[58]
66	ดี	VV	VATT	I_CLS	I_SENT	N	-	arg2[58]
67	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[58]
68	สั่ง	VV	VACT	I_CLS	I_SENT	N	-	arg2[58]
69	รอ	VV	VSTA	I_CLS	I_SENT	N	-	arg2[58]
70	ลง	AV	XVAE	I_CLS	I_SENT	N	-	arg2[58]
71	อาญา	NN	NCMN	I_CLS	I_SENT	N	-	arg2[58]
72	_	PU	NCMN	I_CLS	I_SENT	N	-	arg2[58]
73	2	NU	DCNM	I_CLS	I_SENT	N	-	arg2[58]
74	_	PU	PUNC	I_CLS	I_SENT	N	-	arg2[58]
75	ปี	CL	CMTR	E_CLS	I_SENT	N	-	arg2[58]
76	_	PU	PUNC	O	I_SENT	N	-	arg2[58]
77	ให้	CC	JSBR	B_CLS	I_SENT	N	-	arg2[58]
78	รายงาน	VV	NCMN	I_CLS	I_SENT	N	-	arg2[58]
79	ตัว	NN	CNIT	I_CLS	I_SENT	N	-	arg2[58]
80	คุม	VV	NCMN	I_CLS	I_SENT	N	-	arg2[58]
81	ประพฤติ	VV	NCMN	I_CLS	I_SENT	N	-	arg2[58]
82	ทุก	AJ	DIBQ	I_CLS	I_SENT	N	-	arg2[58]
83	_	PU	CNIT	I_CLS	I_SENT	N	-	arg2[58]
84	4	NU	DCNM	I_CLS	I_SENT	N	-	arg2[58]
